cf_id,contact_id,company_name,project_description,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,successful,143,IT,EUR,2021-03-17,2021-08-26,cat4,subcat4
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,canceled,90,US,USD,2020-11-15,2021-02-14,cat4,subcat4
3158,4952,Hensley Ltd,Versatile global attitude,successful,296,US,USD,2020-10-28,2021-02-27,cat2,subcat8
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,successful,170,US,USD,2020-09-11,2021-03-12,cat4,subcat4
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,failed,186,US,USD,2020-05-11,2021-03-29,cat3,subcat9
956,1932,Harrington-Harper,Self-enabling next generation algorithm,canceled,439,GB,GBP,2020-08-13,2021-06-11,cat5,subcat20
2393,3364,Price and Sons,Object-based demand-driven strategy,failed,605,US,USD,2021-10-09,2021-11-29,cat7,subcat12
3208,5165,Cuevas-Morales,Public-key coherent ability,successful,86,DK,DKK,2020-11-02,2021-04-07,cat7,subcat12
2530,3858,Delgado-Hatfield,Up-sized composite success,failed,1,CA,CAD,2020-12-14,2021-07-06,cat5,subcat11
305,4666,Padilla-Porter,Innovative exuding matrix,successful,6286,US,USD,2020-12-31,2021-08-20,cat2,subcat2
1383,2896,Morris Group,Realigned impactful artificial intelligence,failed,31,US,USD,2021-02-14,2021-05-09,cat5,subcat7
783,4520,Saunders Ltd,Multi-layered multi-tasking secured line,failed,1181,US,USD,2020-05-20,2021-03-06,cat5,subcat23
47,5726,Woods Inc,Upgradable upward-trending portal,failed,39,US,USD,2021-11-17,2021-12-09,cat5,subcat7
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,successful,3727,US,USD,2020-10-14,2021-10-06,cat4,subcat4
1646,4765,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,successful,1605,US,USD,2021-11-14,2021-12-14,cat2,subcat8
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,failed,46,US,USD,2021-05-20,2021-10-03,cat4,subcat4
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,successful,2120,US,USD,2021-01-16,2021-08-08,cat4,subcat4
675,1533,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,failed,105,US,USD,2021-02-22,2021-04-01,cat5,subcat5
790,5264,"Rich, Alvarez and King",Business-focused static ability,successful,50,US,USD,2021-02-26,2021-08-10,cat4,subcat4
1103,4606,Terry-Salinas,Networked secondary structure,successful,2080,US,USD,2020-03-21,2021-05-13,cat5,subcat7
969,2043,Wang-Rodriguez,Total multimedia website,failed,535,US,USD,2021-10-13,2021-11-02,cat7,subcat21
1634,3871,Mckee-Hill,Cross-platform upward-trending parallelism,successful,2105,US,USD,2020-03-28,2021-03-08,cat5,subcat11
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,successful,2436,US,USD,2020-09-21,2021-02-26,cat4,subcat4
387,3193,Gonzalez-Robbins,Up-sized responsive protocol,successful,80,US,USD,2021-04-09,2022-02-18,cat6,subcat19
586,1810,Obrien and Sons,Pre-emptive transitional frame,successful,42,US,USD,2021-04-16,2021-08-18,cat3,subcat9
1145,4797,Shaw Ltd,Profit-focused content-based application,successful,139,CA,CAD,2021-06-05,2021-08-03,cat3,subcat3
2776,1487,Hughes Inc,Streamlined neutral analyzer,failed,16,US,USD,2021-01-17,2021-01-30,cat4,subcat4
2099,3474,Olsen-Ryan,Assimilated neutral utilization,successful,159,US,USD,2020-07-13,2021-05-04,cat5,subcat7
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,successful,381,US,USD,2021-04-16,2021-10-13,cat3,subcat9
343,6074,Perry and Sons,Configurable static help-desk,successful,194,GB,GBP,2021-03-04,2022-01-01,cat1,subcat1
2090,1568,"Turner, Young and Collins",Self-enabling clear-thinking framework,failed,575,US,USD,2020-10-28,2021-02-27,cat2,subcat2
1401,4263,Richardson Inc,Assimilated fault-tolerant capacity,successful,106,US,USD,2021-02-21,2021-08-15,cat2,subcat6
596,5850,Santos-Young,Enhanced neutral ability,successful,142,US,USD,2021-02-03,2021-07-14,cat5,subcat20
1139,5619,Nichols Ltd,Function-based attitude-oriented groupware,successful,211,US,USD,2021-07-02,2021-07-18,cat6,subcat19
2080,1904,Murphy PLC,Optional solution-oriented instruction set,failed,1120,US,USD,2021-06-26,2021-10-13,cat6,subcat14
88,5388,"Hogan, Porter and Rivera",Organic object-oriented core,failed,113,US,USD,2021-07-14,2021-08-23,cat5,subcat23
2806,2150,Lyons LLC,Balanced impactful circuit,successful,2756,US,USD,2020-09-12,2021-04-13,cat3,subcat9
3153,2653,Long-Greene,Future-proofed heuristic encryption,successful,173,GB,GBP,2020-07-27,2021-08-21,cat1,subcat1
2391,2687,Robles-Hudson,Balanced bifurcated leverage,successful,87,US,USD,2021-08-28,2021-09-22,cat8,subcat15
84,3779,Mcclure LLC,Sharable discrete budgetary management,failed,1538,US,USD,2021-06-12,2021-12-02,cat4,subcat4
1987,1494,"Martin, Russell and Baker",Focused solution-oriented instruction set,failed,9,US,USD,2021-01-21,2021-12-30,cat6,subcat14
2790,4129,Rice-Parker,Down-sized actuating infrastructure,failed,554,US,USD,2020-06-03,2021-05-15,cat4,subcat4
37,3035,Landry Inc,Synergistic cohesive adapter,successful,1572,GB,GBP,2021-06-19,2021-06-24,cat1,subcat1
2981,2069,Richards-Davis,Quality-focused mission-critical structure,failed,648,GB,GBP,2020-06-17,2021-05-22,cat4,subcat4
1730,5469,"Davis, Cox and Fox",Compatible exuding Graphical User Interface,failed,21,GB,GBP,2021-03-28,2021-09-06,cat6,subcat19
3172,3903,Smith-Wallace,Monitored 24/7 time-frame,successful,2346,US,USD,2021-02-13,2021-09-15,cat4,subcat4
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture,successful,115,US,USD,2021-01-13,2021-08-26,cat4,subcat4
2322,4003,Clark Inc,Down-sized mobile time-frame,successful,85,IT,EUR,2021-06-07,2021-09-06,cat3,subcat9
1095,3565,Young and Sons,Innovative disintermediate encryption,successful,144,US,USD,2020-11-28,2021-02-28,cat9,subcat24
1067,1640,Henson PLC,Universal contextually-based knowledgebase,successful,2443,US,USD,2021-07-24,2021-08-08,cat1,subcat1
2676,4769,Garcia Group,Persevering interactive matrix,canceled,595,US,USD,2020-11-07,2021-03-15,cat5,subcat13
549,3398,"Adams, Walker and Wong",Seamless background framework,successful,64,US,USD,2020-03-24,2021-02-25,cat8,subcat15
302,1865,Hopkins-Browning,Balanced upward-trending productivity,successful,268,US,USD,2020-05-30,2021-06-13,cat3,subcat9
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,successful,195,DK,DKK,2020-10-30,2021-11-15,cat4,subcat4
2450,3814,Morales Group,Optimized bi-directional extranet,failed,54,US,USD,2021-05-21,2022-01-07,cat5,subcat11
2310,2942,Lucero Group,Intuitive actuating benchmark,failed,120,US,USD,2020-07-14,2021-03-26,cat3,subcat9
2185,5095,"Smith, Brown and Davis",Devolved background project,failed,579,DK,DKK,2021-12-27,2022-01-14,cat3,subcat3
1929,2878,Hunt Group,Reverse-engineered executive emulation,failed,2072,US,USD,2021-01-08,2021-04-13,cat5,subcat5
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,failed,0,US,USD,2020-06-17,2021-06-26,cat4,subcat4
699,4744,Mccann-Le,Focused coherent methodology,failed,1796,US,USD,2021-02-01,2021-07-20,cat5,subcat5
1926,2104,Johnson Inc,Reduced context-sensitive complexity,successful,186,AU,AUD,2020-06-01,2021-03-30,cat7,subcat12
2208,4883,Collins LLC,Decentralized 4thgeneration time-frame,successful,460,US,USD,2021-04-14,2021-12-07,cat5,subcat7
3136,4807,Smith-Miller,De-engineered cohesive moderator,failed,62,IT,EUR,2021-04-08,2021-05-19,cat2,subcat2
1623,1372,Jensen-Vargas,Ameliorated explicit parallelism,failed,347,US,USD,2020-08-27,2021-04-06,cat6,subcat16
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,successful,2528,US,USD,2021-08-10,2021-08-16,cat4,subcat4
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,failed,19,US,USD,2020-12-26,2021-07-03,cat3,subcat3
2582,1834,Roberts Group,Up-sized radical pricing structure,successful,3657,US,USD,2021-01-06,2022-01-04,cat4,subcat4
595,5853,White LLC,Robust zero-defect project,failed,1258,US,USD,2021-01-01,2022-01-22,cat4,subcat4
1060,2219,"Best, Miller and Thomas",Re-engineered mobile task-force,successful,131,AU,AUD,2021-06-06,2021-07-21,cat5,subcat7
2551,4148,Smith-Mullins,User-centric intangible neural-net,failed,362,US,USD,2020-12-22,2021-12-21,cat4,subcat4
975,4477,Williams-Walsh,Organized explicit core,successful,239,US,USD,2020-06-26,2021-02-13,cat7,subcat12
300,1786,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,canceled,35,US,USD,2021-07-10,2021-11-02,cat5,subcat20
1883,3455,"Sanchez, Bradley and Flores",Centralized motivating capacity,canceled,528,CH,CHF,2021-01-30,2021-10-19,cat2,subcat2
2973,5707,Cox LLC,Phased 24hour flexibility,failed,133,CA,CAD,2020-10-27,2021-06-27,cat4,subcat4
1831,5470,Morales-Odonnell,Exclusive 5thgeneration structure,failed,846,US,USD,2020-09-03,2021-02-15,cat6,subcat10
3019,3274,Ramirez LLC,Multi-tiered maximized orchestration,successful,78,US,USD,2021-04-05,2021-06-12,cat1,subcat1
1598,4613,Ramirez Group,Open-architected uniform instruction set,failed,10,US,USD,2020-12-12,2021-06-28,cat5,subcat11
1898,4465,Marsh-Coleman,Exclusive asymmetric analyzer,successful,1773,US,USD,2020-09-25,2021-03-23,cat2,subcat2
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration,successful,32,US,USD,2020-08-13,2021-05-22,cat4,subcat4
2775,2100,Wilson Ltd,Function-based multi-state software,successful,369,US,USD,2021-04-01,2021-11-07,cat5,subcat7
2021,4321,"Cline, Peterson and Lowery",Innovative static budgetary management,failed,191,US,USD,2021-03-12,2021-10-24,cat5,subcat13
1473,4168,"Underwood, James and Jones",Triple-buffered holistic ability,successful,89,US,USD,2020-08-02,2021-03-16,cat5,subcat13
353,3733,Johnson-Contreras,Diverse scalable superstructure,failed,1979,US,USD,2020-06-15,2021-05-29,cat4,subcat4
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,failed,63,US,USD,2021-05-01,2021-09-02,cat3,subcat9
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture,successful,147,US,USD,2021-09-20,2021-09-27,cat4,subcat4
1281,5179,Rosario-Smith,Enterprise-wide intermediate portal,failed,6080,CA,CAD,2021-05-16,2021-07-22,cat5,subcat11
726,2228,"Avila, Ford and Welch",Focused leadingedge matrix,failed,80,GB,GBP,2020-05-24,2021-05-26,cat2,subcat8
2177,6222,Gallegos Inc,Seamless logistical encryption,failed,9,US,USD,2020-04-29,2021-04-04,cat7,subcat12
1652,2354,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,failed,1784,US,USD,2021-05-05,2021-05-26,cat6,subcat14
65,1725,Berry-Richardson,Automated zero tolerance implementation,live,3640,CH,CHF,2020-05-28,2021-05-29,cat7,subcat12
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency,successful,126,CA,CAD,2021-01-25,2021-02-05,cat4,subcat4
2082,2077,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,successful,2218,GB,GBP,2021-01-04,2021-04-11,cat2,subcat8
458,5662,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,failed,243,US,USD,2021-05-23,2021-06-25,cat5,subcat7
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse,successful,202,IT,EUR,2021-01-28,2022-01-02,cat4,subcat4
1451,2565,Shannon-Olson,Enhanced methodical middleware,successful,140,IT,EUR,2020-10-14,2021-05-30,cat6,subcat14
1068,4436,Murillo-Mcfarland,Synchronized client-driven projection,successful,1052,DK,DKK,2020-10-10,2021-04-18,cat5,subcat5
241,5072,"Young, Gilbert and Escobar",Networked didactic time-frame,failed,1296,US,USD,2020-10-11,2021-06-07,cat7,subcat21
2654,5200,"Thomas, Welch and Santana",Assimilated exuding toolset,failed,77,US,USD,2021-01-13,2021-05-05,cat1,subcat1
159,4502,Brown-Pena,Front-line client-server secured line,successful,247,US,USD,2020-03-08,2021-02-26,cat8,subcat15
1010,4945,"Holder, Caldwell and Vance",Polarized systemic Internet solution,failed,395,IT,EUR,2020-09-17,2021-05-25,cat7,subcat21
1807,3012,Harrison-Bridges,Profit-focused exuding moderator,failed,49,GB,GBP,2021-03-04,2021-09-21,cat2,subcat8
1135,6094,"Johnson, Murphy and Peterson",Cross-group high-level moderator,failed,180,US,USD,2021-01-28,2021-08-11,cat7,subcat12
1859,3815,Taylor Inc,Public-key 3rdgeneration system engine,successful,84,US,USD,2020-08-02,2021-05-24,cat2,subcat2
1265,4838,Deleon and Sons,Organized value-added access,failed,2690,US,USD,2021-01-11,2021-12-28,cat4,subcat4
2648,3469,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,successful,88,US,USD,2020-12-17,2021-08-09,cat4,subcat4
141,4874,Hardin-Dixon,Focused solution-oriented matrix,successful,156,US,USD,2021-06-20,2022-01-31,cat5,subcat7
1944,1792,York-Pitts,Monitored discrete toolset,successful,2985,US,USD,2021-10-19,2022-02-23,cat4,subcat4
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,successful,762,US,USD,2021-05-21,2021-07-20,cat3,subcat9
1436,6196,Morrison-Henderson,De-engineered disintermediate encoding,canceled,1,CH,CHF,2021-06-18,2021-11-12,cat2,subcat8
1384,3578,Martin-James,Streamlined upward-trending analyzer,failed,2779,AU,AUD,2021-01-11,2021-03-30,cat3,subcat3
2446,4491,"Mercer, Solomon and Singleton",Distributed human-resource policy,failed,92,US,USD,2020-12-04,2021-05-27,cat4,subcat4
2215,3054,"Dougherty, Austin and Mills",De-engineered 5thgeneration contingency,failed,1028,US,USD,2020-12-11,2021-05-26,cat2,subcat2
2704,1968,Ritter PLC,Multi-channeled upward-trending application,successful,554,CA,CAD,2020-12-25,2021-07-12,cat2,subcat8
2470,5869,Anderson Group,Organic maximized database,successful,135,DK,DKK,2020-05-09,2021-05-01,cat2,subcat2
1056,5858,Smith and Sons,Grass-roots 24/7 attitude,successful,122,US,USD,2020-04-01,2021-03-01,cat6,subcat19
1278,5203,Lam-Hamilton,Team-oriented global strategy,successful,221,US,USD,2021-06-14,2021-08-18,cat5,subcat23
2987,2577,Ho Ltd,Enhanced client-driven capacity,successful,126,US,USD,2020-08-03,2021-03-30,cat4,subcat4
417,3216,"Brown, Estrada and Jensen",Exclusive systematic productivity,successful,1022,US,USD,2020-09-19,2021-05-22,cat4,subcat4
670,2037,Hunt LLC,Re-engineered radical policy,successful,3177,US,USD,2021-06-21,2022-02-07,cat5,subcat11
1427,3867,Fowler-Smith,Down-sized logistical adapter,successful,198,CH,CHF,2021-03-03,2021-11-19,cat4,subcat4
2918,5109,Blair Inc,Configurable bandwidth-monitored throughput,failed,26,CH,CHF,2021-02-05,2021-11-04,cat2,subcat2
306,1376,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,successful,85,AU,AUD,2021-03-29,2021-09-29,cat5,subcat5
1714,5260,Hernandez-Macdonald,Organic high-level implementation,failed,1790,US,USD,2020-04-27,2021-05-18,cat4,subcat4
1354,2350,Joseph LLC,Decentralized logistical collaboration,successful,3596,US,USD,2021-01-20,2021-05-11,cat4,subcat4
810,2269,Webb-Smith,Advanced content-based installation,failed,37,US,USD,2021-09-04,2021-11-29,cat2,subcat6
304,3650,Johns PLC,Distributed high-level open architecture,successful,244,US,USD,2020-11-01,2021-06-12,cat2,subcat2
752,3934,Hardin-Foley,Synergized zero tolerance help-desk,successful,5180,US,USD,2020-06-21,2021-05-21,cat4,subcat4
2254,4048,"Fischer, Fowler and Arnold",Extended multi-tasking definition,successful,589,IT,EUR,2021-06-08,2022-01-21,cat5,subcat11
1654,4266,Martinez-Juarez,Realigned uniform knowledge user,successful,2725,US,USD,2021-06-07,2021-10-31,cat2,subcat2
2729,3863,Wilson and Sons,Monitored grid-enabled model,failed,35,IT,EUR,2021-05-16,2021-10-11,cat5,subcat13
913,4922,Clements Group,Assimilated actuating policy,canceled,94,US,USD,2021-02-10,2021-04-08,cat2,subcat2
1388,4517,Valenzuela-Cook,Total incremental productivity,successful,300,US,USD,2021-01-04,2021-10-04,cat9,subcat24
76,3259,"Parker, Haley and Foster",Adaptive local task-force,successful,144,US,USD,2020-06-25,2021-05-27,cat1,subcat1
1172,3123,Fuentes LLC,Universal zero-defect concept,failed,558,US,USD,2021-04-09,2021-11-29,cat4,subcat4
2579,3870,Moran and Sons,Object-based bottom-line superstructure,failed,64,US,USD,2021-05-10,2021-06-30,cat4,subcat4
2371,2996,Stevens Inc,Adaptive 24hour projection,canceled,37,US,USD,2021-10-08,2021-11-27,cat2,subcat18
359,2993,Martinez-Johnson,Sharable radical toolset,failed,245,US,USD,2021-04-29,2021-12-14,cat5,subcat23
1423,4556,Franklin Inc,Focused multimedia knowledgebase,successful,87,US,USD,2020-05-01,2021-04-13,cat2,subcat18
2239,2326,Perez PLC,Seamless 6thgeneration extranet,successful,3116,US,USD,2020-06-28,2021-06-05,cat4,subcat4
1835,4109,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,failed,71,US,USD,2021-02-15,2021-05-05,cat3,subcat3
2097,5739,Pineda Ltd,Cross-group global system engine,failed,42,US,USD,2020-08-11,2021-10-08,cat7,subcat12
1165,5887,Powell and Sons,Centralized clear-thinking conglomeration,successful,909,US,USD,2020-10-17,2021-07-31,cat5,subcat5
1368,1651,Nunez-Richards,De-engineered cohesive system engine,successful,1613,US,USD,2020-10-12,2021-10-21,cat3,subcat3
2331,1628,Pugh LLC,Reactive analyzing function,successful,136,US,USD,2020-08-15,2021-07-04,cat6,subcat19
3145,2642,Rowe-Wong,Robust hybrid budgetary management,successful,130,US,USD,2021-07-16,2021-12-17,cat2,subcat2
2313,6020,Williams-Santos,Open-source analyzing monitoring,failed,156,CA,CAD,2021-01-15,2021-04-08,cat1,subcat1
251,4747,Weber Inc,Up-sized discrete firmware,failed,1368,GB,GBP,2021-01-13,2021-11-02,cat4,subcat4
1956,5534,"Avery, Brown and Parker",Exclusive intangible extranet,failed,102,US,USD,2020-08-11,2021-06-25,cat5,subcat5
1575,4790,Cox Group,Synergized analyzing process improvement,failed,86,AU,AUD,2021-01-20,2021-04-29,cat6,subcat16
1917,4632,Jensen LLC,Realigned dedicated system engine,successful,102,US,USD,2020-10-27,2021-09-11,cat7,subcat12
2447,1952,Brown Inc,Object-based bandwidth-monitored concept,failed,253,US,USD,2021-09-19,2021-12-04,cat4,subcat4
1813,4388,Hale-Hayes,Ameliorated client-driven open system,successful,4006,US,USD,2021-01-05,2021-11-27,cat5,subcat11
367,5529,Mcbride PLC,Upgradable leadingedge Local Area Network,failed,157,US,USD,2020-10-18,2021-02-25,cat4,subcat4
1803,1316,Harris-Jennings,Customizable intermediate data-warehouse,successful,1629,US,USD,2021-05-01,2021-09-16,cat4,subcat4
284,1670,Becker-Scott,Managed optimizing archive,failed,183,US,USD,2021-12-23,2021-12-26,cat5,subcat7
2603,4909,"Todd, Freeman and Henry",Diverse systematic projection,successful,2188,US,USD,2020-10-17,2021-06-01,cat4,subcat4
653,3401,"Martinez, Garza and Young",Up-sized web-enabled info-mediaries,successful,2409,IT,EUR,2021-01-06,2021-10-27,cat2,subcat2
1131,4619,Smith-Ramos,Persevering optimizing Graphical User Interface,failed,82,DK,DKK,2020-09-20,2021-06-27,cat5,subcat5
349,4722,Brown-George,Cross-platform tertiary array,failed,1,GB,GBP,2021-04-20,2021-06-30,cat1,subcat1
2509,2188,Waters and Sons,Inverse neutral structure,successful,194,US,USD,2021-08-12,2022-01-16,cat3,subcat9
3139,5497,Brown Ltd,Quality-focused system-worthy support,successful,1140,US,USD,2020-11-08,2021-05-21,cat4,subcat4
480,5711,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,successful,102,US,USD,2021-02-16,2021-11-04,cat4,subcat4
1205,4076,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,successful,2857,US,USD,2021-03-27,2021-10-01,cat4,subcat4
291,1847,"Ortiz, Valenzuela and Collins",Profound solution-oriented matrix,successful,107,US,USD,2021-01-04,2021-07-28,cat6,subcat10
1758,2816,Valencia PLC,Extended asynchronous initiative,successful,160,GB,GBP,2021-05-13,2021-08-21,cat2,subcat2
766,5019,"Gordon, Mendez and Johnson",Fundamental needs-based frame,successful,2230,US,USD,2020-08-29,2021-08-05,cat1,subcat1
569,4869,Johnson Group,Compatible full-range leverage,successful,316,US,USD,2021-02-28,2021-05-08,cat2,subcat18
50,3613,Rose-Fuller,Upgradable holistic system engine,successful,117,US,USD,2021-09-28,2021-10-04,cat5,subcat23
1875,3069,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,successful,6406,US,USD,2021-09-30,2022-02-01,cat4,subcat4
3040,2601,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,canceled,15,US,USD,2021-03-05,2021-07-02,cat4,subcat4
179,2133,"Wang, Nguyen and Horton",Innovative holistic hub,successful,192,US,USD,2021-09-10,2021-11-05,cat2,subcat6
114,3164,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,successful,26,CA,CAD,2020-08-21,2021-08-03,cat4,subcat4
260,3897,Barnett and Sons,Business-focused dynamic info-mediaries,successful,723,US,USD,2021-04-06,2021-12-17,cat4,subcat4
1810,5663,Petersen-Rodriguez,Digitized clear-thinking installation,successful,170,IT,EUR,2021-06-28,2021-11-20,cat4,subcat4
68,3879,Burnett-Mora,Quality-focused 24/7 superstructure,successful,238,GB,GBP,2020-09-06,2021-08-01,cat2,subcat8
1148,5900,King LLC,Multi-channeled local intranet,successful,55,US,USD,2021-01-18,2021-12-31,cat4,subcat4
2489,2272,Miller Ltd,Open-architected mobile emulation,failed,1198,US,USD,2020-11-10,2021-10-30,cat6,subcat10
1586,5436,Case LLC,Ameliorated foreground methodology,failed,648,US,USD,2020-02-28,2021-03-01,cat4,subcat4
2339,3676,"Swanson, Wilson and Baker",Synergized well-modulated project,successful,128,AU,AUD,2021-02-25,2021-05-07,cat8,subcat15
1687,4676,"Dean, Fox and Phillips",Extended context-sensitive forecast,successful,2144,US,USD,2021-12-03,2021-12-31,cat4,subcat4
1260,1563,Smith-Smith,Total leadingedge neural-net,failed,64,US,USD,2021-03-10,2021-05-26,cat2,subcat8
2240,4349,"Smith, Scott and Rodriguez",Organic actuating protocol,successful,2693,GB,GBP,2020-04-24,2021-02-24,cat4,subcat4
1762,1658,"White, Robertson and Roberts",Down-sized national software,successful,432,US,USD,2020-05-09,2021-05-22,cat8,subcat15
331,2552,Martinez Inc,Organic upward-trending Graphical User Interface,failed,62,US,USD,2020-07-05,2021-06-08,cat4,subcat4
1330,4847,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,successful,189,US,USD,2020-11-03,2021-06-03,cat4,subcat4
427,1553,"Martin, Lee and Armstrong",Open-architected incremental ability,successful,154,GB,GBP,2020-11-18,2021-08-05,cat1,subcat1
2929,2632,"Dunn, Moreno and Green",Intuitive object-oriented task-force,successful,96,US,USD,2021-02-23,2021-02-28,cat2,subcat8
2940,1908,"Jackson, Martinez and Ray",Multi-tiered executive toolset,failed,750,US,USD,2021-04-05,2022-01-19,cat4,subcat4
2047,5801,Patterson-Johnson,Grass-roots directional workforce,canceled,87,US,USD,2021-08-30,2021-12-01,cat4,subcat4
536,1935,Carlson-Hernandez,Quality-focused real-time solution,successful,3063,US,USD,2021-08-21,2022-01-26,cat4,subcat4
238,2609,Parker PLC,Reduced interactive matrix,live,278,US,USD,2021-01-05,2021-07-21,cat4,subcat4
30,2740,Yu and Sons,Adaptive context-sensitive architecture,failed,105,US,USD,2021-09-28,2021-12-17,cat5,subcat11
1151,1907,"Taylor, Johnson and Hernandez",Polarized incremental portal,canceled,1658,US,USD,2021-08-29,2021-09-24,cat5,subcat20
1484,1831,Mack Ltd,Reactive regional access,successful,2266,US,USD,2021-01-14,2021-02-16,cat5,subcat20
1941,5177,Lamb-Sanders,Stand-alone reciprocal frame,failed,2604,DK,DKK,2021-04-30,2021-12-26,cat5,subcat11
546,6179,Williams-Ramirez,Open-architected 24/7 throughput,failed,65,US,USD,2021-01-14,2021-11-04,cat4,subcat4
221,2917,Weaver Ltd,Monitored 24/7 approach,failed,94,US,USD,2020-04-12,2021-01-14,cat4,subcat4
2882,1486,Barnes-Williams,Upgradable explicit forecast,live,45,US,USD,2021-03-02,2021-12-02,cat5,subcat7
2938,3735,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,failed,257,US,USD,2020-11-08,2021-07-24,cat4,subcat4
785,3838,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,successful,194,CH,CHF,2021-05-08,2021-09-15,cat4,subcat4
2785,2430,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,successful,129,CA,CAD,2021-02-13,2021-10-21,cat3,subcat9
876,2480,Harris Inc,Future-proofed modular groupware,successful,375,US,USD,2020-06-05,2021-04-22,cat4,subcat4
932,3431,Peters-Nelson,Distributed real-time algorithm,failed,2928,CA,CAD,2021-03-15,2021-10-01,cat4,subcat4
507,1742,"Ferguson, Murphy and Bright",Multi-lateral heuristic throughput,failed,4697,US,USD,2021-04-25,2021-10-10,cat2,subcat2
1672,4628,Robinson Group,Switchable reciprocal middleware,failed,2915,US,USD,2021-01-25,2021-11-24,cat7,subcat12
917,2385,Jordan-Wolfe,Inverse multimedia Graphic Interface,failed,18,US,USD,2021-04-10,2021-04-25,cat6,subcat19
2931,2213,Vargas-Cox,Vision-oriented local contingency,canceled,723,US,USD,2021-05-06,2021-06-22,cat1,subcat1
2415,5188,Yang and Sons,Reactive 6thgeneration hub,failed,602,CH,CHF,2021-04-29,2021-11-21,cat4,subcat4
1805,3418,"Wilson, Wilson and Mathis",Optional asymmetric success,failed,1,US,USD,2021-06-11,2021-10-26,cat2,subcat18
495,5637,"Wang, Koch and Weaver",Digitized analyzing capacity,failed,3868,IT,EUR,2021-08-01,2021-12-27,cat5,subcat13
2988,3530,Cisneros Ltd,Vision-oriented regional hub,successful,409,US,USD,2020-10-17,2021-08-24,cat3,subcat3
3169,3731,Williams-Jones,Monitored incremental info-mediaries,successful,234,US,USD,2020-05-06,2021-05-31,cat3,subcat3
467,3219,"Roberts, Hinton and Williams",Programmable static middleware,successful,3016,US,USD,2020-07-04,2021-03-31,cat2,subcat17
1551,2392,"Gonzalez, Williams and Benson",Multi-layered bottom-line encryption,successful,264,US,USD,2020-07-30,2021-07-03,cat8,subcat15
2467,5103,"Hobbs, Brown and Lee",Vision-oriented systematic Graphical User Interface,failed,504,AU,AUD,2021-02-07,2021-06-11,cat1,subcat1
1193,3992,"Russo, Kim and Mccoy",Balanced optimal hardware,failed,14,US,USD,2020-11-17,2021-09-22,cat5,subcat23
1016,2442,"Howell, Myers and Olson",Self-enabling mission-critical success,canceled,390,US,USD,2021-04-24,2021-08-05,cat2,subcat2
313,2913,Bailey and Sons,Grass-roots dynamic emulation,failed,750,GB,GBP,2021-06-19,2022-01-03,cat5,subcat5
117,1631,Jensen-Brown,Fundamental disintermediate matrix,failed,77,US,USD,2021-04-01,2021-04-11,cat4,subcat4
2747,4073,Smith Group,Right-sized secondary challenge,failed,752,DK,DKK,2021-08-27,2021-12-19,cat2,subcat18
1244,4568,Murphy-Farrell,Implemented exuding software,failed,131,US,USD,2021-01-23,2021-04-17,cat4,subcat4
